userid,modulename,PreLearn,Learning,PostLearning
3840,Problems with Two Types of Potential Energy,NP,NA,NA
3840,Mechanical Energy and Non-Conservative Work,NF,B,BF
3840,More mechanical energy problems,BF,B,BP
3848,Kinetic Energy,NF,N,EP
3848,Work by a constant force,NF,N,NP
3848,Work and Kinetic Energy,NF,N,BP
3848,Potential Energy,NP,NA,NA
3848,When is Mechanical Energy Conserved,NF,B,NP
3848,Simple Application of Conservation of Mechanical Energy,NF,B,NP
3848,Problems Using Conservation of Mechanical Energy,NF,B,EF
3848,Problems with Two Types of Potential Energy,Other_P,NA,NA
3848,Mechanical Energy and Non-Conservative Work,BP,NA,NA
3848,More mechanical energy problems,BF,B,BP
3866,Kinetic Energy,NP,NA,NA
3866,Work by a constant force,NF,N,BP
3866,Work and Kinetic Energy,NP,NA,NA
3866,Potential Energy,Other_F,NA,NA
3866,When is Mechanical Energy Conserved,NF,N,NF
3866,Simple Application of Conservation of Mechanical Energy,NF,N,BP
3866,Problems Using Conservation of Mechanical Energy,NF,N,NF
3866,Problems with Two Types of Potential Energy,NF,B,EP
3866,Mechanical Energy and Non-Conservative Work,BF,B,NP
3866,More mechanical energy problems,Other_P,NA,NA
3881,Kinetic Energy,Other_F,NA,NA
3881,Work by a constant force,NF,N,NP
3881,Work and Kinetic Energy,BF,N,EF
3881,Potential Energy,BF,N,EP
3881,When is Mechanical Energy Conserved,NF,N,NF
3881,Simple Application of Conservation of Mechanical Energy,NF,N,EF
3881,Problems Using Conservation of Mechanical Energy,NF,N,BF
3881,Problems with Two Types of Potential Energy,BF,N,NF
3881,Mechanical Energy and Non-Conservative Work,NF,B,EP
3881,More mechanical energy problems,Other_P,NA,NA
3890,Kinetic Energy,NF,N,NP
3890,Work by a constant force,BF,N,NP
3890,Work and Kinetic Energy,BF,N,EP
3890,Potential Energy,BF,N,NP
3890,When is Mechanical Energy Conserved,BF,N,NP
3890,Simple Application of Conservation of Mechanical Energy,BF,N,NP
3890,Problems Using Conservation of Mechanical Energy,BF,N,EF
3890,Problems with Two Types of Potential Energy,BF,N,BF
3890,Mechanical Energy and Non-Conservative Work,BF,N,NF
3890,More mechanical energy problems,BP,NA,NA
3894,Kinetic Energy,Other_NA,NA,NA
3894,Work and Kinetic Energy,Other_P,NA,NA
3894,Potential Energy,Other_NA,NA,NA
3894,When is Mechanical Energy Conserved,BP,NA,NA
3894,Simple Application of Conservation of Mechanical Energy,Other_NA,NA,NA
3894,Problems Using Conservation of Mechanical Energy,Other_NA,NA,NA
3894,Problems with Two Types of Potential Energy,Other_NA,NA,NA
3894,Mechanical Energy and Non-Conservative Work,Other_P,NA,NA
3894,More mechanical energy problems,Other_NA,NA,NA
3901,Kinetic Energy,NP,NA,NA
3901,Work by a constant force,NP,NA,NA
3901,Work and Kinetic Energy,NP,NA,NA
3901,Potential Energy,NP,NA,NA
3901,When is Mechanical Energy Conserved,NP,NA,NA
3901,Simple Application of Conservation of Mechanical Energy,Other_P,NA,NA
3901,Problems Using Conservation of Mechanical Energy,NP,NA,NA
3901,Problems with Two Types of Potential Energy,NP,NA,NA
3901,Mechanical Energy and Non-Conservative Work,NP,NA,NA
3901,More mechanical energy problems,Other_P,NA,NA
3903,Kinetic Energy,NF,N,NP
3903,Work by a constant force,NF,N,NP
3903,Work and Kinetic Energy,BF,N,NP
3903,Potential Energy,BF,N,BP
3903,When is Mechanical Energy Conserved,Other_P,NA,NA
3903,Simple Application of Conservation of Mechanical Energy,NF,N,BP
3903,Problems Using Conservation of Mechanical Energy,NF,N,BF
3903,Problems with Two Types of Potential Energy,BP,NA,NA
3903,Mechanical Energy and Non-Conservative Work,BP,NA,NA
3903,More mechanical energy problems,BF,B,BF
3912,Kinetic Energy,NF,N,EP
3912,Work by a constant force,NF,N,BP
3912,Work and Kinetic Energy,BP,NA,NA
3912,Potential Energy,NP,NA,NA
3912,When is Mechanical Energy Conserved,NP,NA,NA
3912,Simple Application of Conservation of Mechanical Energy,BP,NA,NA
3912,Problems Using Conservation of Mechanical Energy,NP,NA,NA
3912,Problems with Two Types of Potential Energy,BP,NA,NA
3912,Mechanical Energy and Non-Conservative Work,BP,NA,NA
3912,More mechanical energy problems,BP,NA,NA
3931,Kinetic Energy,NF,N,NF
3931,Work by a constant force,NF,N,BP
3931,Work and Kinetic Energy,NF,N,BF
3931,Potential Energy,NF,N,NF
3931,When is Mechanical Energy Conserved,NF,N,NF
3931,Simple Application of Conservation of Mechanical Energy,NF,N,BP
3931,Problems Using Conservation of Mechanical Energy,NF,N,EF
3931,Problems with Two Types of Potential Energy,Other_P,NA,NA
3931,Mechanical Energy and Non-Conservative Work,NF,B,EP
3931,More mechanical energy problems,Other_F,NA,NA
3952,Kinetic Energy,NF,N,EF
3952,Work by a constant force,NF,N,NP
3952,Work and Kinetic Energy,NF,N,EP
3952,Potential Energy,NF,N,NF
3952,When is Mechanical Energy Conserved,NF,N,EF
3952,Simple Application of Conservation of Mechanical Energy,NF,N,NP
3952,Problems Using Conservation of Mechanical Energy,NF,N,NP
3952,Problems with Two Types of Potential Energy,Other_F,NA,NA
3952,Mechanical Energy and Non-Conservative Work,NF,B,EP
3952,More mechanical energy problems,NP,NA,NA
3967,Kinetic Energy,NF,N,EP
3967,Work by a constant force,NF,N,EP
3967,Work and Kinetic Energy,NF,N,NP
3967,Potential Energy,NF,N,NF
3967,When is Mechanical Energy Conserved,NF,N,NF
3967,Simple Application of Conservation of Mechanical Energy,NF,N,NP
3967,Problems Using Conservation of Mechanical Energy,NF,N,NA
3967,Problems with Two Types of Potential Energy,NP,NA,NA
3967,Mechanical Energy and Non-Conservative Work,NF,N,NF
3967,More mechanical energy problems,NF,B,BF
3971,Kinetic Energy,NF,N,EF
3971,Work by a constant force,NF,N,BP
3971,Work and Kinetic Energy,NP,NA,NA
3971,Potential Energy,NF,N,NF
3971,When is Mechanical Energy Conserved,NP,NA,NA
3971,Simple Application of Conservation of Mechanical Energy,NP,NA,NA
3971,Problems Using Conservation of Mechanical Energy,NF,N,NA
3971,Problems with Two Types of Potential Energy,BP,NA,NA
3971,Mechanical Energy and Non-Conservative Work,Other_P,NA,NA
3971,More mechanical energy problems,Other_P,NA,NA
3997,Kinetic Energy,NF,N,NP
3997,Work by a constant force,NP,NA,NA
3997,Work and Kinetic Energy,NF,N,EF
3997,Potential Energy,NF,N,NF
3997,When is Mechanical Energy Conserved,NF,N,NF
3997,Simple Application of Conservation of Mechanical Energy,NF,N,EP
3997,Problems with Two Types of Potential Energy,NF,N,EP
3997,Mechanical Energy and Non-Conservative Work,NP,NA,NA
3997,More mechanical energy problems,BP,NA,NA
4035,Kinetic Energy,NF,N,EP
4035,Work by a constant force,NF,N,BP
4035,Work and Kinetic Energy,NP,NA,NA
4035,Potential Energy,Other_P,NA,NA
4035,When is Mechanical Energy Conserved,NF,N,NP
4035,Simple Application of Conservation of Mechanical Energy,NP,NA,NA
4035,Problems Using Conservation of Mechanical Energy,NF,N,EF
4035,Problems with Two Types of Potential Energy,NF,N,EF
4035,Mechanical Energy and Non-Conservative Work,NP,NA,NA
4035,More mechanical energy problems,BP,NA,NA
4043,Kinetic Energy,Other_NA,NA,NA
4043,Work by a constant force,Other_F,NA,NA
4043,Work and Kinetic Energy,NP,NA,NA
4043,Potential Energy,NF,N,NP
4043,When is Mechanical Energy Conserved,NF,N,NF
4043,Simple Application of Conservation of Mechanical Energy,NP,NA,NA
4043,Problems Using Conservation of Mechanical Energy,NF,N,EF
4043,Problems with Two Types of Potential Energy,NP,NA,NA
4043,Mechanical Energy and Non-Conservative Work,NF,N,NP
4043,More mechanical energy problems,Other_P,NA,NA
4047,Kinetic Energy,NF,N,EP
4047,Work by a constant force,NF,N,BP
4047,Work and Kinetic Energy,NP,NA,NA
4047,Potential Energy,NF,N,EP
4047,When is Mechanical Energy Conserved,NF,N,EP
4047,Simple Application of Conservation of Mechanical Energy,NF,N,EP
4047,Problems Using Conservation of Mechanical Energy,NF,N,EF
4047,Problems with Two Types of Potential Energy,NF,N,NF
4047,Mechanical Energy and Non-Conservative Work,Other_NA,NA,NA
4047,More mechanical energy problems,NF,N,BF
4049,Kinetic Energy,NF,B,NP
4049,Work by a constant force,NF,B,BP
4049,Work and Kinetic Energy,BF,B,EP
4049,Potential Energy,NP,NA,NA
4049,When is Mechanical Energy Conserved,NF,B,NP
4049,Simple Application of Conservation of Mechanical Energy,NP,NA,NA
4049,Problems Using Conservation of Mechanical Energy,NF,N,EF
4049,Problems with Two Types of Potential Energy,Other_P,NA,NA
4049,Mechanical Energy and Non-Conservative Work,BP,NA,NA
4049,More mechanical energy problems,BP,NA,NA
4052,Kinetic Energy,NF,N,EP
4052,Work by a constant force,NF,N,BP
4052,Work and Kinetic Energy,NF,N,EP
4052,Potential Energy,NF,N,NP
4052,When is Mechanical Energy Conserved,NF,N,EP
4052,Simple Application of Conservation of Mechanical Energy,NF,N,EP
4052,Problems Using Conservation of Mechanical Energy,NF,N,EP
4052,Problems with Two Types of Potential Energy,NF,N,EP
4052,Mechanical Energy and Non-Conservative Work,NF,N,EP
4052,More mechanical energy problems,NF,N,EP
4062,Kinetic Energy,NP,NA,NA
4062,Work by a constant force,NP,NA,NA
4062,Work and Kinetic Energy,BP,NA,NA
4062,When is Mechanical Energy Conserved,Other_P,NA,NA
4062,Simple Application of Conservation of Mechanical Energy,Other_P,NA,NA
4062,Problems Using Conservation of Mechanical Energy,NF,B,BF
4062,Problems with Two Types of Potential Energy,BP,NA,NA
4062,Mechanical Energy and Non-Conservative Work,Other_F,NA,NA
4062,More mechanical energy problems,BP,NA,NA
4085,Kinetic Energy,NP,NA,NA
4085,Work by a constant force,Other_NA,NA,NA
4085,Work and Kinetic Energy,NP,NA,NA
4085,Potential Energy,NP,NA,NA
4085,When is Mechanical Energy Conserved,Other_P,NA,NA
4085,Simple Application of Conservation of Mechanical Energy,NP,NA,NA
4085,Problems Using Conservation of Mechanical Energy,Other_P,NA,NA
4085,Problems with Two Types of Potential Energy,NP,NA,NA
4085,Mechanical Energy and Non-Conservative Work,NP,NA,NA
4085,More mechanical energy problems,Other_P,NA,NA
4131,Kinetic Energy,NF,N,EP
4131,Work by a constant force,BF,N,BP
4131,Potential Energy,NF,N,NP
4131,When is Mechanical Energy Conserved,NF,N,NP
4131,Simple Application of Conservation of Mechanical Energy,NF,N,NP
4131,Problems Using Conservation of Mechanical Energy,NF,N,BF
4131,Problems with Two Types of Potential Energy,BF,N,NF
4131,Mechanical Energy and Non-Conservative Work,NF,N,BP
4131,More mechanical energy problems,BF,B,BP
4146,Kinetic Energy,Other_F,NA,NA
4146,Work by a constant force,NP,NA,NA
4146,Work and Kinetic Energy,NF,N,NP
4146,Potential Energy,NP,NA,NA
4146,When is Mechanical Energy Conserved,NP,NA,NA
4146,Simple Application of Conservation of Mechanical Energy,NF,N,NP
4146,Problems Using Conservation of Mechanical Energy,NP,NA,NA
4146,Problems with Two Types of Potential Energy,NF,N,EF
4146,Mechanical Energy and Non-Conservative Work,NP,NA,NA
4146,More mechanical energy problems,NP,NA,NA
4150,Kinetic Energy,NF,N,EP
4150,Work by a constant force,NF,N,BF
4150,Work and Kinetic Energy,Other_F,NA,NA
4150,Potential Energy,Other_NA,NA,NA
4150,When is Mechanical Energy Conserved,NF,N,NP
4150,Simple Application of Conservation of Mechanical Energy,NF,N,NP
4150,Problems Using Conservation of Mechanical Energy,NF,N,EF
4150,Problems with Two Types of Potential Energy,NF,B,BP
4150,Mechanical Energy and Non-Conservative Work,Other_F,NA,NA
4150,More mechanical energy problems,BP,NA,NA
4165,Kinetic Energy,Other_F,NA,NA
4165,Work by a constant force,Other_NA,NA,NA
4165,Work and Kinetic Energy,Other_P,NA,NA
4165,Potential Energy,Other_NA,NA,NA
4165,When is Mechanical Energy Conserved,Other_P,NA,NA
4165,Simple Application of Conservation of Mechanical Energy,Other_NA,NA,NA
4165,Problems Using Conservation of Mechanical Energy,Other_NA,NA,NA
4165,Problems with Two Types of Potential Energy,BP,NA,NA
4165,Mechanical Energy and Non-Conservative Work,Other_NA,NA,NA
4165,More mechanical energy problems,Other_NA,NA,NA
4166,Kinetic Energy,NP,NA,NA
4166,Work by a constant force,BP,NA,NA
4166,Work and Kinetic Energy,Other_F,NA,NA
4166,Potential Energy,NF,N,NP
4166,When is Mechanical Energy Conserved,NF,N,NF
4166,Simple Application of Conservation of Mechanical Energy,NP,NA,NA
4166,Problems Using Conservation of Mechanical Energy,NF,N,EP
4166,Problems with Two Types of Potential Energy,NP,NA,NA
4166,Mechanical Energy and Non-Conservative Work,NF,N,NP
4166,More mechanical energy problems,NF,N,EP
4193,Kinetic Energy,NF,N,NP
4193,Work by a constant force,BF,N,BP
4193,Work and Kinetic Energy,NF,N,NP
4193,Potential Energy,Other_NA,NA,NA
4193,When is Mechanical Energy Conserved,Other_NA,NA,NA
4193,Simple Application of Conservation of Mechanical Energy,NP,NA,NA
4193,Problems Using Conservation of Mechanical Energy,NF,N,NA
4193,Problems with Two Types of Potential Energy,Other_NA,NA,NA
4193,Mechanical Energy and Non-Conservative Work,Other_NA,NA,NA
4193,More mechanical energy problems,BP,NA,NA
4197,Kinetic Energy,Other_F,NA,NA
4197,Work by a constant force,NF,N,EF
4197,Work and Kinetic Energy,NF,N,BF
4229,Kinetic Energy,NF,N,EP
4229,Work by a constant force,Other_NA,NA,NA
4229,Work and Kinetic Energy,NP,NA,NA
4229,Potential Energy,Other_F,NA,NA
4229,When is Mechanical Energy Conserved,NP,NA,NA
4229,Simple Application of Conservation of Mechanical Energy,NP,NA,NA
4229,Problems Using Conservation of Mechanical Energy,Other_NA,NA,NA
4229,Problems with Two Types of Potential Energy,Other_F,NA,NA
4229,Mechanical Energy and Non-Conservative Work,Other_F,NA,NA
4229,More mechanical energy problems,BF,B,BF
4239,Kinetic Energy,NF,B,BF
4239,Work by a constant force,Other_F,NA,NA
4239,Work and Kinetic Energy,BF,B,BF
4239,Potential Energy,NF,N,BP
4239,When is Mechanical Energy Conserved,BF,N,BF
4239,Simple Application of Conservation of Mechanical Energy,BF,B,BP
4239,Problems with Two Types of Potential Energy,NF,B,BP
4239,Mechanical Energy and Non-Conservative Work,NP,NA,NA
4239,More mechanical energy problems,Other_P,NA,NA
4279,Kinetic Energy,BF,B,NF
4279,Work by a constant force,Other_NA,NA,NA
4279,Work and Kinetic Energy,BF,B,BP
4279,Potential Energy,NF,B,NF
4279,When is Mechanical Energy Conserved,NF,B,BF
4279,Simple Application of Conservation of Mechanical Energy,NF,N,BP
4279,Problems Using Conservation of Mechanical Energy,NF,B,NF
4279,Problems with Two Types of Potential Energy,Other_P,NA,NA
4279,Mechanical Energy and Non-Conservative Work,BF,B,BF
4279,More mechanical energy problems,BF,B,BP
4289,Kinetic Energy,NF,B,BF
4289,Work by a constant force,BF,B,BP
4289,Work and Kinetic Energy,BP,NA,NA
4289,Potential Energy,NF,N,BF
4289,When is Mechanical Energy Conserved,BF,N,BP
4289,Simple Application of Conservation of Mechanical Energy,BP,NA,NA
4289,Problems Using Conservation of Mechanical Energy,NF,B,NF
4289,Problems with Two Types of Potential Energy,Other_P,NA,NA
4289,Mechanical Energy and Non-Conservative Work,Other_NA,NA,NA
4289,More mechanical energy problems,Other_P,NA,NA
4300,Kinetic Energy,NF,N,EP
4300,Work by a constant force,NF,N,NP
4300,Work and Kinetic Energy,NF,N,EP
4300,Potential Energy,NF,N,EP
4300,When is Mechanical Energy Conserved,Other_F,NA,NA
4300,Simple Application of Conservation of Mechanical Energy,NP,NA,NA
4300,Problems Using Conservation of Mechanical Energy,NF,N,EF
4300,Problems with Two Types of Potential Energy,NF,N,EF
4300,Mechanical Energy and Non-Conservative Work,NF,N,EF
4300,More mechanical energy problems,NP,NA,NA
4309,Kinetic Energy,NP,NA,NA
4309,Work by a constant force,NP,NA,NA
4309,Work and Kinetic Energy,NP,NA,NA
4309,Potential Energy,NP,NA,NA
4309,When is Mechanical Energy Conserved,NP,NA,NA
4309,Simple Application of Conservation of Mechanical Energy,NP,NA,NA
4309,Problems Using Conservation of Mechanical Energy,NP,NA,NA
4309,Problems with Two Types of Potential Energy,NP,NA,NA
4309,Mechanical Energy and Non-Conservative Work,NP,NA,NA
4309,More mechanical energy problems,NP,NA,NA
4349,Kinetic Energy,NF,N,EP
4349,Work by a constant force,NF,N,NP
4349,Work and Kinetic Energy,BP,NA,NA
4349,Potential Energy,NF,N,NF
4349,When is Mechanical Energy Conserved,NF,N,BF
4349,Simple Application of Conservation of Mechanical Energy,NF,N,BP
4349,Problems Using Conservation of Mechanical Energy,NF,N,NA
4349,Problems with Two Types of Potential Energy,NP,NA,NA
4349,More mechanical energy problems,BF,N,EP
4358,Kinetic Energy,NP,NA,NA
4358,Work by a constant force,NP,NA,NA
4358,Work and Kinetic Energy,NP,NA,NA
4358,Potential Energy,Other_P,NA,NA
4358,When is Mechanical Energy Conserved,NF,N,NP
4358,Simple Application of Conservation of Mechanical Energy,Other_F,NA,NA
4358,Problems Using Conservation of Mechanical Energy,Other_NA,NA,NA
4358,Problems with Two Types of Potential Energy,NP,NA,NA
4358,Mechanical Energy and Non-Conservative Work,NP,NA,NA
4358,More mechanical energy problems,Other_P,NA,NA
4383,Kinetic Energy,NF,N,EP
4383,Work by a constant force,NF,N,BP
4383,Work and Kinetic Energy,Other_F,NA,NA
4383,Potential Energy,NF,N,NP
4383,When is Mechanical Energy Conserved,NF,N,NP
4383,Simple Application of Conservation of Mechanical Energy,NF,N,NP
4383,Problems Using Conservation of Mechanical Energy,NF,B,NF
4383,Problems with Two Types of Potential Energy,BP,NA,NA
4383,Mechanical Energy and Non-Conservative Work,BP,NA,NA
4383,More mechanical energy problems,Other_F,NA,NA
4400,Kinetic Energy,BF,N,EF
4400,Work by a constant force,NF,N,BF
4400,Work and Kinetic Energy,BF,N,NP
4400,Potential Energy,NF,N,NP
4400,When is Mechanical Energy Conserved,BF,N,NF
4400,Simple Application of Conservation of Mechanical Energy,NF,N,NP
4400,Problems Using Conservation of Mechanical Energy,NP,NA,NA
4400,Problems with Two Types of Potential Energy,BP,NA,NA
4400,Mechanical Energy and Non-Conservative Work,Other_P,NA,NA
4400,More mechanical energy problems,BP,NA,NA
4403,Kinetic Energy,NF,N,EP
4403,Work by a constant force,NF,B,BP
4403,Work and Kinetic Energy,NF,N,EP
4403,Potential Energy,NF,N,NA
4403,When is Mechanical Energy Conserved,Other_F,NA,NA
4403,Simple Application of Conservation of Mechanical Energy,BF,N,NA
4403,Problems Using Conservation of Mechanical Energy,BF,N,NA
4403,Problems with Two Types of Potential Energy,BF,N,NA
4407,Kinetic Energy,Other_F,NA,NA
4407,Work by a constant force,BP,NA,NA
4407,Work and Kinetic Energy,Other_F,NA,NA
4407,Potential Energy,BF,N,NF
4407,When is Mechanical Energy Conserved,NF,B,BF
4407,Simple Application of Conservation of Mechanical Energy,NF,N,BP
4407,Problems Using Conservation of Mechanical Energy,BF,B,BF
4407,Problems with Two Types of Potential Energy,NP,NA,NA
4407,Mechanical Energy and Non-Conservative Work,Other_P,NA,NA
4407,More mechanical energy problems,BP,NA,NA
4410,Kinetic Energy,NF,N,NF
4410,Work by a constant force,NF,N,BP
4410,Work and Kinetic Energy,BF,N,BP
4410,Potential Energy,Other_NA,NA,NA
4410,When is Mechanical Energy Conserved,Other_NA,NA,NA
4410,Simple Application of Conservation of Mechanical Energy,Other_P,NA,NA
4410,Problems Using Conservation of Mechanical Energy,NF,N,EF
4410,Problems with Two Types of Potential Energy,BP,NA,NA
4410,Mechanical Energy and Non-Conservative Work,Other_NA,NA,NA
4410,More mechanical energy problems,BP,NA,NA
4411,Kinetic Energy,NP,NA,NA
4411,Work by a constant force,Other_F,NA,NA
4411,Work and Kinetic Energy,NP,NA,NA
4411,Potential Energy,Other_P,NA,NA
4411,When is Mechanical Energy Conserved,NF,N,EF
4411,Simple Application of Conservation of Mechanical Energy,NP,NA,NA
4411,Problems Using Conservation of Mechanical Energy,NP,NA,NA
4411,Problems with Two Types of Potential Energy,NP,NA,NA
4411,Mechanical Energy and Non-Conservative Work,NP,NA,NA
4411,More mechanical energy problems,NP,NA,NA
4413,Kinetic Energy,Other_F,NA,NA
4413,Work by a constant force,NF,B,NP
4413,Work and Kinetic Energy,BP,NA,NA
4413,Potential Energy,NP,NA,NA
4413,When is Mechanical Energy Conserved,NP,NA,NA
4413,Simple Application of Conservation of Mechanical Energy,NF,N,NP
4413,Problems Using Conservation of Mechanical Energy,NF,N,NF
4413,Problems with Two Types of Potential Energy,BP,NA,NA
4413,Mechanical Energy and Non-Conservative Work,Other_P,NA,NA
4413,More mechanical energy problems,Other_P,NA,NA
4434,Kinetic Energy,NP,NA,NA
4434,Work by a constant force,NP,NA,NA
4434,Work and Kinetic Energy,Other_NA,NA,NA
4434,Potential Energy,Other_NA,NA,NA
4434,When is Mechanical Energy Conserved,BF,B,NA
4434,Simple Application of Conservation of Mechanical Energy,NF,N,EF
4434,Problems Using Conservation of Mechanical Energy,NF,N,NA
4434,Problems with Two Types of Potential Energy,NP,NA,NA
4434,Mechanical Energy and Non-Conservative Work,NF,N,NA
4434,More mechanical energy problems,NF,B,EP
4452,Kinetic Energy,NF,N,NP
4452,Work by a constant force,NP,NA,NA
4452,Work and Kinetic Energy,NP,NA,NA
4452,Potential Energy,NF,B,NP
4452,When is Mechanical Energy Conserved,NF,N,NF
4452,Simple Application of Conservation of Mechanical Energy,NP,NA,NA
4452,Problems Using Conservation of Mechanical Energy,NF,B,NA
4452,Problems with Two Types of Potential Energy,Other_F,NA,NA
4452,Mechanical Energy and Non-Conservative Work,NF,N,NP
4452,More mechanical energy problems,NP,NA,NA
4460,Kinetic Energy,NF,N,EP
4460,Work by a constant force,NF,N,NF
4460,Work and Kinetic Energy,NF,N,EP
4460,Potential Energy,NF,B,NF
4460,When is Mechanical Energy Conserved,NF,B,NF
4460,Simple Application of Conservation of Mechanical Energy,NF,B,BP
4460,Problems Using Conservation of Mechanical Energy,NF,B,EF
4460,Problems with Two Types of Potential Energy,NF,B,NF
4460,Mechanical Energy and Non-Conservative Work,NP,NA,NA
4460,More mechanical energy problems,NF,B,BF
4489,Kinetic Energy,NF,N,NF
4489,Work by a constant force,NF,N,NP
4489,Work and Kinetic Energy,NP,NA,NA
4489,Potential Energy,NF,N,BF
4489,When is Mechanical Energy Conserved,NF,N,BP
4489,Simple Application of Conservation of Mechanical Energy,NF,N,NF
4489,Problems Using Conservation of Mechanical Energy,NF,N,NF
4489,Problems with Two Types of Potential Energy,BP,NA,NA
4489,Mechanical Energy and Non-Conservative Work,BF,N,NP
4489,More mechanical energy problems,Other_F,NA,NA
4606,Kinetic Energy,Other_P,NA,NA
4606,Work by a constant force,Other_NA,NA,NA
4606,Work and Kinetic Energy,Other_F,NA,NA
4606,Potential Energy,NP,NA,NA
4606,When is Mechanical Energy Conserved,Other_P,NA,NA
4606,Simple Application of Conservation of Mechanical Energy,Other_P,NA,NA
4606,Problems Using Conservation of Mechanical Energy,NF,B,NF
4606,Problems with Two Types of Potential Energy,Other_P,NA,NA
4606,Mechanical Energy and Non-Conservative Work,NF,N,NP
4606,More mechanical energy problems,NF,B,BP
4723,Kinetic Energy,NP,NA,NA
4723,Work by a constant force,BF,B,BP
4723,Work and Kinetic Energy,NP,NA,NA
4723,Potential Energy,NF,N,NP
4723,When is Mechanical Energy Conserved,NF,N,NF
4723,Simple Application of Conservation of Mechanical Energy,NP,NA,NA
4723,Problems Using Conservation of Mechanical Energy,NF,N,NF
4723,Problems with Two Types of Potential Energy,NP,NA,NA
4723,Mechanical Energy and Non-Conservative Work,NF,N,BF
4723,More mechanical energy problems,BF,N,BF
4731,Kinetic Energy,NP,NA,NA
4731,Work by a constant force,Other_F,NA,NA
4731,Work and Kinetic Energy,NF,N,EP
4731,Potential Energy,NF,B,NP
4731,When is Mechanical Energy Conserved,NF,N,NP
4731,Simple Application of Conservation of Mechanical Energy,NF,N,NP
4731,Problems Using Conservation of Mechanical Energy,Other_P,NA,NA
4731,Problems with Two Types of Potential Energy,NP,NA,NA
4731,Mechanical Energy and Non-Conservative Work,NP,NA,NA
4731,More mechanical energy problems,Other_P,NA,NA
4742,Kinetic Energy,NP,NA,NA
4742,Work by a constant force,BP,NA,NA
4742,Work and Kinetic Energy,BP,NA,NA
4742,Potential Energy,NP,NA,NA
4742,When is Mechanical Energy Conserved,NF,N,NF
4742,Simple Application of Conservation of Mechanical Energy,NP,NA,NA
4742,Problems Using Conservation of Mechanical Energy,Other_F,NA,NA
4742,Problems with Two Types of Potential Energy,BP,NA,NA
4742,Mechanical Energy and Non-Conservative Work,Other_P,NA,NA
4742,More mechanical energy problems,BP,NA,NA
4758,Kinetic Energy,NP,NA,NA
4758,Work by a constant force,Other_F,NA,NA
4758,Work and Kinetic Energy,NF,B,NP
4758,Potential Energy,Other_P,NA,NA
4758,When is Mechanical Energy Conserved,Other_F,NA,NA
4758,Simple Application of Conservation of Mechanical Energy,NF,B,BP
4758,Problems Using Conservation of Mechanical Energy,NF,B,NP
4758,Problems with Two Types of Potential Energy,Other_F,NA,NA
4758,Mechanical Energy and Non-Conservative Work,Other_NA,NA,NA
4758,More mechanical energy problems,Other_F,NA,NA
4762,Kinetic Energy,NF,N,NF
4762,Work by a constant force,NF,N,BP
4762,Work and Kinetic Energy,BF,N,NP
4762,Potential Energy,NF,N,NP
4762,When is Mechanical Energy Conserved,NF,N,NP
4762,Simple Application of Conservation of Mechanical Energy,NF,N,NP
4833,Kinetic Energy,NF,B,EP
4833,Work by a constant force,NP,NA,NA
4833,Work and Kinetic Energy,NP,NA,NA
4833,Potential Energy,Other_F,NA,NA
4833,When is Mechanical Energy Conserved,Other_F,NA,NA
4833,Simple Application of Conservation of Mechanical Energy,Other_P,NA,NA
4833,Problems Using Conservation of Mechanical Energy,Other_NA,NA,NA
4833,Problems with Two Types of Potential Energy,NP,NA,NA
4833,Mechanical Energy and Non-Conservative Work,Other_F,NA,NA
4833,More mechanical energy problems,Other_P,NA,NA
4861,Kinetic Energy,Other_F,NA,NA
4861,Work by a constant force,NF,N,EP
4861,Work and Kinetic Energy,NP,NA,NA
4861,Potential Energy,Other_NA,NA,NA
4861,When is Mechanical Energy Conserved,Other_F,NA,NA
4861,Simple Application of Conservation of Mechanical Energy,Other_P,NA,NA
4861,Problems Using Conservation of Mechanical Energy,Other_NA,NA,NA
4861,Problems with Two Types of Potential Energy,Other_NA,NA,NA
4861,Mechanical Energy and Non-Conservative Work,Other_NA,NA,NA
4861,More mechanical energy problems,Other_NA,NA,NA
4917,Kinetic Energy,NP,NA,NA
4917,Work by a constant force,NF,B,BP
4917,Work and Kinetic Energy,BF,B,NP
4917,Potential Energy,Other_F,NA,NA
4917,When is Mechanical Energy Conserved,NF,B,NP
4917,Simple Application of Conservation of Mechanical Energy,NF,B,BP
4917,Problems Using Conservation of Mechanical Energy,NF,B,BF
4917,Problems with Two Types of Potential Energy,BP,NA,NA
4917,Mechanical Energy and Non-Conservative Work,Other_P,NA,NA
4917,More mechanical energy problems,NP,NA,NA
4990,Kinetic Energy,NF,N,EF
4990,Work by a constant force,BF,N,EP
4990,Work and Kinetic Energy,BF,N,EP
4990,Potential Energy,Other_F,NA,NA
4990,When is Mechanical Energy Conserved,NF,N,NP
4990,Simple Application of Conservation of Mechanical Energy,NF,N,NP
4990,Problems Using Conservation of Mechanical Energy,Other_NA,NA,NA
5195,Kinetic Energy,NF,N,EP
5195,Work by a constant force,Other_F,NA,NA
5195,Work and Kinetic Energy,NP,NA,NA
5195,Potential Energy,NF,N,NP
5195,When is Mechanical Energy Conserved,NF,N,NP
5195,Simple Application of Conservation of Mechanical Energy,NF,N,BP
5195,Problems Using Conservation of Mechanical Energy,NF,N,EP
